Sample_name	Species	Read_1	Read_2
ES-M-ST001-13OCT14-0050J	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-13OCT14-0050J_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-13OCT14-0050J_2.fastq.gz
ES-M-ST001-13OCT14-0050K	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-13OCT14-0050K_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-13OCT14-0050K_2.fastq.gz
ES-M-ST001-15SEP15-0124A	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-15SEP15-0124A_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-15SEP15-0124A_2.fastq.gz
ES-M-ST001-15SEP15-0124C	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-15SEP15-0124C_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-15SEP15-0124C_2.fastq.gz
ES-M-ST001-19MAY15-0089A	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089A_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089A_2.fastq.gz
ES-M-ST001-19MAY15-0089B	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089B_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089B_2.fastq.gz
ES-M-ST001-19MAY15-0089C	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089C_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089C_2.fastq.gz
ES-M-ST001-19MAY15-0089D	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089D_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089D_2.fastq.gz
ES-M-ST001-19MAY15-0089E	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089E_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089E_2.fastq.gz
ES-M-ST001-19MAY15-0089I	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089I_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089I_2.fastq.gz
ES-M-ST001-19MAY15-0089K	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089K_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089K_2.fastq.gz
ES-M-ST001-19MAY15-0089L	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089L_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089L_2.fastq.gz
ES-M-ST001-19MAY15-0089M	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089M_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-19MAY15-0089M_2.fastq.gz
ES-M-ST001-21JUL14-0029A	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029A_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029A_2.fastq.gz
ES-M-ST001-21JUL14-0029C	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029C_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029C_2.fastq.gz
ES-M-ST001-21JUL14-0029D	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029D_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029D_2.fastq.gz
ES-M-ST001-21JUL14-0029I	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029I_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029I_2.fastq.gz
ES-M-ST001-21JUL14-0029J	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029J_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029J_2.fastq.gz
ES-M-ST001-21JUL14-0029K	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029K_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029K_2.fastq.gz
ES-M-ST001-21JUL14-0029L	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029L_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029L_2.fastq.gz
ES-M-ST001-21JUL14-0029M	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029M_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-21JUL14-0029M_2.fastq.gz
ES-M-ST001-23NOV14-0060B	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060B_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060B_2.fastq.gz
ES-M-ST001-23NOV14-0060C	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060C_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060C_2.fastq.gz
ES-M-ST001-23NOV14-0060I	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060I_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060I_2.fastq.gz
ES-M-ST001-23NOV14-0060J	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060J_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060J_2.fastq.gz
ES-M-ST001-23NOV14-0060K	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060K_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060K_2.fastq.gz
ES-M-ST001-23NOV14-0060L	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060L_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060L_2.fastq.gz
ES-M-ST001-23NOV14-0060M	E_faecalis	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060M_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST001-23NOV14-0060M_2.fastq.gz
ES-M-ST002-03NOV15-0138A	E_faecalis	E_faecalis_368/all_reads/ES-M-ST002-03NOV15-0138A_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST002-03NOV15-0138A_2.fastq.gz
ES-M-ST002-08MAR16-0148A	E_faecalis	E_faecalis_368/all_reads/ES-M-ST002-08MAR16-0148A_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST002-08MAR16-0148A_2.fastq.gz
ES-M-ST002-15SEP15-0125I	E_faecalis	E_faecalis_368/all_reads/ES-M-ST002-15SEP15-0125I_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST002-15SEP15-0125I_2.fastq.gz
ES-M-ST002-23NOV14-0061A	E_faecalis	E_faecalis_368/all_reads/ES-M-ST002-23NOV14-0061A_1.fastq.gz	E_faecalis_368/all_reads/ES-M-ST002-23NOV14-0061A_2.fastq.gz
ES-N-FC137-09JUN14-0093C	E_faecalis	E_faecalis_368/all_reads/ES-N-FC137-09JUN14-0093C_1.fastq.gz	E_faecalis_368/all_reads/ES-N-FC137-09JUN14-0093C_2.fastq.gz
ES-S-CB001-14SEP15-0121I	E_faecalis	E_faecalis_368/all_reads/ES-S-CB001-14SEP15-0121I_1.fastq.gz	E_faecalis_368/all_reads/ES-S-CB001-14SEP15-0121I_2.fastq.gz
ES-S-CB001-14SEP15-0121J	E_faecalis	E_faecalis_368/all_reads/ES-S-CB001-14SEP15-0121J_1.fastq.gz	E_faecalis_368/all_reads/ES-S-CB001-14SEP15-0121J_2.fastq.gz
ES-S-FC022-12MAY14-0021E	E_faecalis	E_faecalis_368/all_reads/ES-S-FC022-12MAY14-0021E_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC022-12MAY14-0021E_2.fastq.gz
ES-S-FC025-15SEP14-0165K	E_faecalis	E_faecalis_368/all_reads/ES-S-FC025-15SEP14-0165K_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC025-15SEP14-0165K_2.fastq.gz
ES-S-FC072-15SEP14-0172A	E_faecalis	E_faecalis_368/all_reads/ES-S-FC072-15SEP14-0172A_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC072-15SEP14-0172A_2.fastq.gz
ES-S-FC302-12MAY14-0034E	E_faecalis	E_faecalis_368/all_reads/ES-S-FC302-12MAY14-0034E_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC302-12MAY14-0034E_2.fastq.gz
ES-S-FC400-14MAR16-0827I	E_faecalis	E_faecalis_368/all_reads/ES-S-FC400-14MAR16-0827I_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC400-14MAR16-0827I_2.fastq.gz
ES-S-FC404-20JUL15-0555B	E_faecalis	E_faecalis_368/all_reads/ES-S-FC404-20JUL15-0555B_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC404-20JUL15-0555B_2.fastq.gz
ES-S-FC404-20JUL15-0555J	E_faecalis	E_faecalis_368/all_reads/ES-S-FC404-20JUL15-0555J_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC404-20JUL15-0555J_2.fastq.gz
ES-S-FC504-20JUL15-0557I	E_faecalis	E_faecalis_368/all_reads/ES-S-FC504-20JUL15-0557I_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC504-20JUL15-0557I_2.fastq.gz
ES-S-FC504-20JUL15-0557K	E_faecalis	E_faecalis_368/all_reads/ES-S-FC504-20JUL15-0557K_1.fastq.gz	E_faecalis_368/all_reads/ES-S-FC504-20JUL15-0557K_2.fastq.gz
ES-V-CB001-14JUL15-0103B	E_faecalis	E_faecalis_368/all_reads/ES-V-CB001-14JUL15-0103B_1.fastq.gz	E_faecalis_368/all_reads/ES-V-CB001-14JUL15-0103B_2.fastq.gz
ES-V-CB001-21SEP15-0126C	E_faecalis	E_faecalis_368/all_reads/ES-V-CB001-21SEP15-0126C_1.fastq.gz	E_faecalis_368/all_reads/ES-V-CB001-21SEP15-0126C_2.fastq.gz
ES-V-CB002-10NOV15-0140C	E_faecalis	E_faecalis_368/all_reads/ES-V-CB002-10NOV15-0140C_1.fastq.gz	E_faecalis_368/all_reads/ES-V-CB002-10NOV15-0140C_2.fastq.gz
ES-V-CB002-14JUL15-0104C	E_faecalis	E_faecalis_368/all_reads/ES-V-CB002-14JUL15-0104C_1.fastq.gz	E_faecalis_368/all_reads/ES-V-CB002-14JUL15-0104C_2.fastq.gz
ES-V-FC083-19JAN16-0764C	E_faecalis	E_faecalis_368/all_reads/ES-V-FC083-19JAN16-0764C_1.fastq.gz	E_faecalis_368/all_reads/ES-V-FC083-19JAN16-0764C_2.fastq.gz
ES-V-FC083-23SEP14-0190B	E_faecalis	E_faecalis_368/all_reads/ES-V-FC083-23SEP14-0190B_1.fastq.gz	E_faecalis_368/all_reads/ES-V-FC083-23SEP14-0190B_2.fastq.gz
ES-V-FC083-23SEP14-0190C	E_faecalis	E_faecalis_368/all_reads/ES-V-FC083-23SEP14-0190C_1.fastq.gz	E_faecalis_368/all_reads/ES-V-FC083-23SEP14-0190C_2.fastq.gz
ES-V-FC099-23SEP14-0192A	E_faecalis	E_faecalis_368/all_reads/ES-V-FC099-23SEP14-0192A_1.fastq.gz	E_faecalis_368/all_reads/ES-V-FC099-23SEP14-0192A_2.fastq.gz
ES-V-FC099-23SEP14-0192B	E_faecalis	E_faecalis_368/all_reads/ES-V-FC099-23SEP14-0192B_1.fastq.gz	E_faecalis_368/all_reads/ES-V-FC099-23SEP14-0192B_2.fastq.gz
ES-V-FC099-26MAY14-0051E	E_faecalis	E_faecalis_368/all_reads/ES-V-FC099-26MAY14-0051E_1.fastq.gz	E_faecalis_368/all_reads/ES-V-FC099-26MAY14-0051E_2.fastq.gz
NS0004	E_faecalis	E_faecalis_368/all_reads/NS0004_1.fastq.gz	E_faecalis_368/all_reads/NS0004_2.fastq.gz
NS0020	E_faecalis	E_faecalis_368/all_reads/NS0020_1.fastq.gz	E_faecalis_368/all_reads/NS0020_2.fastq.gz
NS0026	E_faecalis	E_faecalis_368/all_reads/NS0026_1.fastq.gz	E_faecalis_368/all_reads/NS0026_2.fastq.gz
NS0047	E_faecalis	E_faecalis_368/all_reads/NS0047_1.fastq.gz	E_faecalis_368/all_reads/NS0047_2.fastq.gz
NS0053	E_faecalis	E_faecalis_368/all_reads/NS0053_1.fastq.gz	E_faecalis_368/all_reads/NS0053_2.fastq.gz
NS0057	E_faecalis	E_faecalis_368/all_reads/NS0057_1.fastq.gz	E_faecalis_368/all_reads/NS0057_2.fastq.gz
NS0062	E_faecalis	E_faecalis_368/all_reads/NS0062_1.fastq.gz	E_faecalis_368/all_reads/NS0062_2.fastq.gz
NS0077	E_faecalis	E_faecalis_368/all_reads/NS0077_1.fastq.gz	E_faecalis_368/all_reads/NS0077_2.fastq.gz
NS0078	E_faecalis	E_faecalis_368/all_reads/NS0078_1.fastq.gz	E_faecalis_368/all_reads/NS0078_2.fastq.gz
NS0079	E_faecalis	E_faecalis_368/all_reads/NS0079_1.fastq.gz	E_faecalis_368/all_reads/NS0079_2.fastq.gz
NS0080	E_faecalis	E_faecalis_368/all_reads/NS0080_1.fastq.gz	E_faecalis_368/all_reads/NS0080_2.fastq.gz
NS0093	E_faecalis	E_faecalis_368/all_reads/NS0093_1.fastq.gz	E_faecalis_368/all_reads/NS0093_2.fastq.gz
NS0095	E_faecalis	E_faecalis_368/all_reads/NS0095_1.fastq.gz	E_faecalis_368/all_reads/NS0095_2.fastq.gz
NS0098	E_faecalis	E_faecalis_368/all_reads/NS0098_1.fastq.gz	E_faecalis_368/all_reads/NS0098_2.fastq.gz
NS0108	E_faecalis	E_faecalis_368/all_reads/NS0108_1.fastq.gz	E_faecalis_368/all_reads/NS0108_2.fastq.gz
NS0109	E_faecalis	E_faecalis_368/all_reads/NS0109_1.fastq.gz	E_faecalis_368/all_reads/NS0109_2.fastq.gz
NS0114	E_faecalis	E_faecalis_368/all_reads/NS0114_1.fastq.gz	E_faecalis_368/all_reads/NS0114_2.fastq.gz
NS0131	E_faecalis	E_faecalis_368/all_reads/NS0131_1.fastq.gz	E_faecalis_368/all_reads/NS0131_2.fastq.gz
NS0147	E_faecalis	E_faecalis_368/all_reads/NS0147_1.fastq.gz	E_faecalis_368/all_reads/NS0147_2.fastq.gz
NS0150	E_faecalis	E_faecalis_368/all_reads/NS0150_1.fastq.gz	E_faecalis_368/all_reads/NS0150_2.fastq.gz
NS0159	E_faecalis	E_faecalis_368/all_reads/NS0159_1.fastq.gz	E_faecalis_368/all_reads/NS0159_2.fastq.gz
NS0170	E_faecalis	E_faecalis_368/all_reads/NS0170_1.fastq.gz	E_faecalis_368/all_reads/NS0170_2.fastq.gz
NS0188	E_faecalis	E_faecalis_368/all_reads/NS0188_1.fastq.gz	E_faecalis_368/all_reads/NS0188_2.fastq.gz
NS0194	E_faecalis	E_faecalis_368/all_reads/NS0194_1.fastq.gz	E_faecalis_368/all_reads/NS0194_2.fastq.gz
NS0199	E_faecalis	E_faecalis_368/all_reads/NS0199_1.fastq.gz	E_faecalis_368/all_reads/NS0199_2.fastq.gz
NS0200	E_faecalis	E_faecalis_368/all_reads/NS0200_1.fastq.gz	E_faecalis_368/all_reads/NS0200_2.fastq.gz
NS0205	E_faecalis	E_faecalis_368/all_reads/NS0205_1.fastq.gz	E_faecalis_368/all_reads/NS0205_2.fastq.gz
NS0209	E_faecalis	E_faecalis_368/all_reads/NS0209_1.fastq.gz	E_faecalis_368/all_reads/NS0209_2.fastq.gz
NS0217	E_faecalis	E_faecalis_368/all_reads/NS0217_1.fastq.gz	E_faecalis_368/all_reads/NS0217_2.fastq.gz
NS0228	E_faecalis	E_faecalis_368/all_reads/NS0228_1.fastq.gz	E_faecalis_368/all_reads/NS0228_2.fastq.gz
NS0229	E_faecalis	E_faecalis_368/all_reads/NS0229_1.fastq.gz	E_faecalis_368/all_reads/NS0229_2.fastq.gz
NS0238	E_faecalis	E_faecalis_368/all_reads/NS0238_1.fastq.gz	E_faecalis_368/all_reads/NS0238_2.fastq.gz
NS0259	E_faecalis	E_faecalis_368/all_reads/NS0259_1.fastq.gz	E_faecalis_368/all_reads/NS0259_2.fastq.gz
NS0272	E_faecalis	E_faecalis_368/all_reads/NS0272_1.fastq.gz	E_faecalis_368/all_reads/NS0272_2.fastq.gz
NS0290	E_faecalis	E_faecalis_368/all_reads/NS0290_1.fastq.gz	E_faecalis_368/all_reads/NS0290_2.fastq.gz
NS0294	E_faecalis	E_faecalis_368/all_reads/NS0294_1.fastq.gz	E_faecalis_368/all_reads/NS0294_2.fastq.gz
NS0305	E_faecalis	E_faecalis_368/all_reads/NS0305_1.fastq.gz	E_faecalis_368/all_reads/NS0305_2.fastq.gz
NS0316	E_faecalis	E_faecalis_368/all_reads/NS0316_1.fastq.gz	E_faecalis_368/all_reads/NS0316_2.fastq.gz
NS0330	E_faecalis	E_faecalis_368/all_reads/NS0330_1.fastq.gz	E_faecalis_368/all_reads/NS0330_2.fastq.gz
NS0331	E_faecalis	E_faecalis_368/all_reads/NS0331_1.fastq.gz	E_faecalis_368/all_reads/NS0331_2.fastq.gz
NS0332	E_faecalis	E_faecalis_368/all_reads/NS0332_1.fastq.gz	E_faecalis_368/all_reads/NS0332_2.fastq.gz
NS0340	E_faecalis	E_faecalis_368/all_reads/NS0340_1.fastq.gz	E_faecalis_368/all_reads/NS0340_2.fastq.gz
NS0355	E_faecalis	E_faecalis_368/all_reads/NS0355_1.fastq.gz	E_faecalis_368/all_reads/NS0355_2.fastq.gz
NS0372	E_faecalis	E_faecalis_368/all_reads/NS0372_1.fastq.gz	E_faecalis_368/all_reads/NS0372_2.fastq.gz
NS0383	E_faecalis	E_faecalis_368/all_reads/NS0383_1.fastq.gz	E_faecalis_368/all_reads/NS0383_2.fastq.gz
NS0395	E_faecalis	E_faecalis_368/all_reads/NS0395_1.fastq.gz	E_faecalis_368/all_reads/NS0395_2.fastq.gz
NS0405	E_faecalis	E_faecalis_368/all_reads/NS0405_1.fastq.gz	E_faecalis_368/all_reads/NS0405_2.fastq.gz
NS0442	E_faecalis	E_faecalis_368/all_reads/NS0442_1.fastq.gz	E_faecalis_368/all_reads/NS0442_2.fastq.gz
NS0501	E_faecalis	E_faecalis_368/all_reads/NS0501_1.fastq.gz	E_faecalis_368/all_reads/NS0501_2.fastq.gz
NS0539	E_faecalis	E_faecalis_368/all_reads/NS0539_1.fastq.gz	E_faecalis_368/all_reads/NS0539_2.fastq.gz
NS0563	E_faecalis	E_faecalis_368/all_reads/NS0563_1.fastq.gz	E_faecalis_368/all_reads/NS0563_2.fastq.gz
NS0580	E_faecalis	E_faecalis_368/all_reads/NS0580_1.fastq.gz	E_faecalis_368/all_reads/NS0580_2.fastq.gz
NS0583	E_faecalis	E_faecalis_368/all_reads/NS0583_1.fastq.gz	E_faecalis_368/all_reads/NS0583_2.fastq.gz
NS0601	E_faecalis	E_faecalis_368/all_reads/NS0601_1.fastq.gz	E_faecalis_368/all_reads/NS0601_2.fastq.gz
NS0613	E_faecalis	E_faecalis_368/all_reads/NS0613_1.fastq.gz	E_faecalis_368/all_reads/NS0613_2.fastq.gz
NS0625	E_faecalis	E_faecalis_368/all_reads/NS0625_1.fastq.gz	E_faecalis_368/all_reads/NS0625_2.fastq.gz
NS0642	E_faecalis	E_faecalis_368/all_reads/NS0642_1.fastq.gz	E_faecalis_368/all_reads/NS0642_2.fastq.gz
NS0657	E_faecalis	E_faecalis_368/all_reads/NS0657_1.fastq.gz	E_faecalis_368/all_reads/NS0657_2.fastq.gz
NS0672	E_faecalis	E_faecalis_368/all_reads/NS0672_1.fastq.gz	E_faecalis_368/all_reads/NS0672_2.fastq.gz
NS0687	E_faecalis	E_faecalis_368/all_reads/NS0687_1.fastq.gz	E_faecalis_368/all_reads/NS0687_2.fastq.gz
NS0717	E_faecalis	E_faecalis_368/all_reads/NS0717_1.fastq.gz	E_faecalis_368/all_reads/NS0717_2.fastq.gz
NS0722	E_faecalis	E_faecalis_368/all_reads/NS0722_1.fastq.gz	E_faecalis_368/all_reads/NS0722_2.fastq.gz
NS0747	E_faecalis	E_faecalis_368/all_reads/NS0747_1.fastq.gz	E_faecalis_368/all_reads/NS0747_2.fastq.gz
NS0760	E_faecalis	E_faecalis_368/all_reads/NS0760_1.fastq.gz	E_faecalis_368/all_reads/NS0760_2.fastq.gz
NS0761	E_faecalis	E_faecalis_368/all_reads/NS0761_1.fastq.gz	E_faecalis_368/all_reads/NS0761_2.fastq.gz
NS0763	E_faecalis	E_faecalis_368/all_reads/NS0763_1.fastq.gz	E_faecalis_368/all_reads/NS0763_2.fastq.gz
NS0787	E_faecalis	E_faecalis_368/all_reads/NS0787_1.fastq.gz	E_faecalis_368/all_reads/NS0787_2.fastq.gz
NS0800	E_faecalis	E_faecalis_368/all_reads/NS0800_1.fastq.gz	E_faecalis_368/all_reads/NS0800_2.fastq.gz
NS0822	E_faecalis	E_faecalis_368/all_reads/NS0822_1.fastq.gz	E_faecalis_368/all_reads/NS0822_2.fastq.gz
NS0834	E_faecalis	E_faecalis_368/all_reads/NS0834_1.fastq.gz	E_faecalis_368/all_reads/NS0834_2.fastq.gz
NS0841	E_faecalis	E_faecalis_368/all_reads/NS0841_1.fastq.gz	E_faecalis_368/all_reads/NS0841_2.fastq.gz
NS0854	E_faecalis	E_faecalis_368/all_reads/NS0854_1.fastq.gz	E_faecalis_368/all_reads/NS0854_2.fastq.gz
NS0884	E_faecalis	E_faecalis_368/all_reads/NS0884_1.fastq.gz	E_faecalis_368/all_reads/NS0884_2.fastq.gz
NS0889	E_faecalis	E_faecalis_368/all_reads/NS0889_1.fastq.gz	E_faecalis_368/all_reads/NS0889_2.fastq.gz
NS0898	E_faecalis	E_faecalis_368/all_reads/NS0898_1.fastq.gz	E_faecalis_368/all_reads/NS0898_2.fastq.gz
NS0992	E_faecalis	E_faecalis_368/all_reads/NS0992_1.fastq.gz	E_faecalis_368/all_reads/NS0992_2.fastq.gz
NS1020	E_faecalis	E_faecalis_368/all_reads/NS1020_1.fastq.gz	E_faecalis_368/all_reads/NS1020_2.fastq.gz
NS1027	E_faecalis	E_faecalis_368/all_reads/NS1027_1.fastq.gz	E_faecalis_368/all_reads/NS1027_2.fastq.gz
NS1066	E_faecalis	E_faecalis_368/all_reads/NS1066_1.fastq.gz	E_faecalis_368/all_reads/NS1066_2.fastq.gz
NS1068	E_faecalis	E_faecalis_368/all_reads/NS1068_1.fastq.gz	E_faecalis_368/all_reads/NS1068_2.fastq.gz
NS1090	E_faecalis	E_faecalis_368/all_reads/NS1090_1.fastq.gz	E_faecalis_368/all_reads/NS1090_2.fastq.gz
NS1091	E_faecalis	E_faecalis_368/all_reads/NS1091_1.fastq.gz	E_faecalis_368/all_reads/NS1091_2.fastq.gz
NS1104	E_faecalis	E_faecalis_368/all_reads/NS1104_1.fastq.gz	E_faecalis_368/all_reads/NS1104_2.fastq.gz
NS1105	E_faecalis	E_faecalis_368/all_reads/NS1105_1.fastq.gz	E_faecalis_368/all_reads/NS1105_2.fastq.gz
NS1106	E_faecalis	E_faecalis_368/all_reads/NS1106_1.fastq.gz	E_faecalis_368/all_reads/NS1106_2.fastq.gz
NS1114	E_faecalis	E_faecalis_368/all_reads/NS1114_1.fastq.gz	E_faecalis_368/all_reads/NS1114_2.fastq.gz
NS1117	E_faecalis	E_faecalis_368/all_reads/NS1117_1.fastq.gz	E_faecalis_368/all_reads/NS1117_2.fastq.gz
NS1124	E_faecalis	E_faecalis_368/all_reads/NS1124_1.fastq.gz	E_faecalis_368/all_reads/NS1124_2.fastq.gz
NS1131	E_faecalis	E_faecalis_368/all_reads/NS1131_1.fastq.gz	E_faecalis_368/all_reads/NS1131_2.fastq.gz
NS1132	E_faecalis	E_faecalis_368/all_reads/NS1132_1.fastq.gz	E_faecalis_368/all_reads/NS1132_2.fastq.gz
NS1162	E_faecalis	E_faecalis_368/all_reads/NS1162_1.fastq.gz	E_faecalis_368/all_reads/NS1162_2.fastq.gz
NS1171	E_faecalis	E_faecalis_368/all_reads/NS1171_1.fastq.gz	E_faecalis_368/all_reads/NS1171_2.fastq.gz
NS1172	E_faecalis	E_faecalis_368/all_reads/NS1172_1.fastq.gz	E_faecalis_368/all_reads/NS1172_2.fastq.gz
NS1180	E_faecalis	E_faecalis_368/all_reads/NS1180_1.fastq.gz	E_faecalis_368/all_reads/NS1180_2.fastq.gz
NS1184	E_faecalis	E_faecalis_368/all_reads/NS1184_1.fastq.gz	E_faecalis_368/all_reads/NS1184_2.fastq.gz
NS1200	E_faecalis	E_faecalis_368/all_reads/NS1200_1.fastq.gz	E_faecalis_368/all_reads/NS1200_2.fastq.gz
NS1214	E_faecalis	E_faecalis_368/all_reads/NS1214_1.fastq.gz	E_faecalis_368/all_reads/NS1214_2.fastq.gz
NS1230	E_faecalis	E_faecalis_368/all_reads/NS1230_1.fastq.gz	E_faecalis_368/all_reads/NS1230_2.fastq.gz
NS1288	E_faecalis	E_faecalis_368/all_reads/NS1288_1.fastq.gz	E_faecalis_368/all_reads/NS1288_2.fastq.gz
NS1289	E_faecalis	E_faecalis_368/all_reads/NS1289_1.fastq.gz	E_faecalis_368/all_reads/NS1289_2.fastq.gz
NS1290	E_faecalis	E_faecalis_368/all_reads/NS1290_1.fastq.gz	E_faecalis_368/all_reads/NS1290_2.fastq.gz
NS1298	E_faecalis	E_faecalis_368/all_reads/NS1298_1.fastq.gz	E_faecalis_368/all_reads/NS1298_2.fastq.gz
NS1309	E_faecalis	E_faecalis_368/all_reads/NS1309_1.fastq.gz	E_faecalis_368/all_reads/NS1309_2.fastq.gz
NS1318	E_faecalis	E_faecalis_368/all_reads/NS1318_1.fastq.gz	E_faecalis_368/all_reads/NS1318_2.fastq.gz
NS1336	E_faecalis	E_faecalis_368/all_reads/NS1336_1.fastq.gz	E_faecalis_368/all_reads/NS1336_2.fastq.gz
NS1365	E_faecalis	E_faecalis_368/all_reads/NS1365_1.fastq.gz	E_faecalis_368/all_reads/NS1365_2.fastq.gz
NS1369	E_faecalis	E_faecalis_368/all_reads/NS1369_1.fastq.gz	E_faecalis_368/all_reads/NS1369_2.fastq.gz
NS1412	E_faecalis	E_faecalis_368/all_reads/NS1412_1.fastq.gz	E_faecalis_368/all_reads/NS1412_2.fastq.gz
NS1464	E_faecalis	E_faecalis_368/all_reads/NS1464_1.fastq.gz	E_faecalis_368/all_reads/NS1464_2.fastq.gz
NS1477	E_faecalis	E_faecalis_368/all_reads/NS1477_1.fastq.gz	E_faecalis_368/all_reads/NS1477_2.fastq.gz
NS1492	E_faecalis	E_faecalis_368/all_reads/NS1492_1.fastq.gz	E_faecalis_368/all_reads/NS1492_2.fastq.gz
NS1623	E_faecalis	E_faecalis_368/all_reads/NS1623_1.fastq.gz	E_faecalis_368/all_reads/NS1623_2.fastq.gz
NS1640	E_faecalis	E_faecalis_368/all_reads/NS1640_1.fastq.gz	E_faecalis_368/all_reads/NS1640_2.fastq.gz
NS1649	E_faecalis	E_faecalis_368/all_reads/NS1649_1.fastq.gz	E_faecalis_368/all_reads/NS1649_2.fastq.gz
NS1685	E_faecalis	E_faecalis_368/all_reads/NS1685_1.fastq.gz	E_faecalis_368/all_reads/NS1685_2.fastq.gz
NS1691	E_faecalis	E_faecalis_368/all_reads/NS1691_1.fastq.gz	E_faecalis_368/all_reads/NS1691_2.fastq.gz
NS1692	E_faecalis	E_faecalis_368/all_reads/NS1692_1.fastq.gz	E_faecalis_368/all_reads/NS1692_2.fastq.gz
NS1693	E_faecalis	E_faecalis_368/all_reads/NS1693_1.fastq.gz	E_faecalis_368/all_reads/NS1693_2.fastq.gz
