Sample_name	Species	Read_1	Read_2
NS1694	E_faecalis	E_faecalis_368/all_reads/NS1694_1.fastq.gz	E_faecalis_368/all_reads/NS1694_2.fastq.gz
SS0002	E_faecalis	E_faecalis_368/all_reads/SS0002_1.fastq.gz	E_faecalis_368/all_reads/SS0002_2.fastq.gz
SS0004	E_faecalis	E_faecalis_368/all_reads/SS0004_1.fastq.gz	E_faecalis_368/all_reads/SS0004_2.fastq.gz
SS0005	E_faecalis	E_faecalis_368/all_reads/SS0005_1.fastq.gz	E_faecalis_368/all_reads/SS0005_2.fastq.gz
SS0006	E_faecalis	E_faecalis_368/all_reads/SS0006_1.fastq.gz	E_faecalis_368/all_reads/SS0006_2.fastq.gz
SS0007	E_faecalis	E_faecalis_368/all_reads/SS0007_1.fastq.gz	E_faecalis_368/all_reads/SS0007_2.fastq.gz
SS0008	E_faecalis	E_faecalis_368/all_reads/SS0008_1.fastq.gz	E_faecalis_368/all_reads/SS0008_2.fastq.gz
SS0009	E_faecalis	E_faecalis_368/all_reads/SS0009_1.fastq.gz	E_faecalis_368/all_reads/SS0009_2.fastq.gz
SS0010	E_faecalis	E_faecalis_368/all_reads/SS0010_1.fastq.gz	E_faecalis_368/all_reads/SS0010_2.fastq.gz
SS0011	E_faecalis	E_faecalis_368/all_reads/SS0011_1.fastq.gz	E_faecalis_368/all_reads/SS0011_2.fastq.gz
SS0012	E_faecalis	E_faecalis_368/all_reads/SS0012_1.fastq.gz	E_faecalis_368/all_reads/SS0012_2.fastq.gz
SS0016	E_faecalis	E_faecalis_368/all_reads/SS0016_1.fastq.gz	E_faecalis_368/all_reads/SS0016_2.fastq.gz
SS0017	E_faecalis	E_faecalis_368/all_reads/SS0017_1.fastq.gz	E_faecalis_368/all_reads/SS0017_2.fastq.gz
SS0020	E_faecalis	E_faecalis_368/all_reads/SS0020_1.fastq.gz	E_faecalis_368/all_reads/SS0020_2.fastq.gz
SS0021	E_faecalis	E_faecalis_368/all_reads/SS0021_1.fastq.gz	E_faecalis_368/all_reads/SS0021_2.fastq.gz
SS0022	E_faecalis	E_faecalis_368/all_reads/SS0022_1.fastq.gz	E_faecalis_368/all_reads/SS0022_2.fastq.gz
SS0023	E_faecalis	E_faecalis_368/all_reads/SS0023_1.fastq.gz	E_faecalis_368/all_reads/SS0023_2.fastq.gz
SS0025	E_faecalis	E_faecalis_368/all_reads/SS0025_1.fastq.gz	E_faecalis_368/all_reads/SS0025_2.fastq.gz
SS0028	E_faecalis	E_faecalis_368/all_reads/SS0028_1.fastq.gz	E_faecalis_368/all_reads/SS0028_2.fastq.gz
SS0029	E_faecalis	E_faecalis_368/all_reads/SS0029_1.fastq.gz	E_faecalis_368/all_reads/SS0029_2.fastq.gz
SS0030	E_faecalis	E_faecalis_368/all_reads/SS0030_1.fastq.gz	E_faecalis_368/all_reads/SS0030_2.fastq.gz
SS0031	E_faecalis	E_faecalis_368/all_reads/SS0031_1.fastq.gz	E_faecalis_368/all_reads/SS0031_2.fastq.gz
SS0032	E_faecalis	E_faecalis_368/all_reads/SS0032_1.fastq.gz	E_faecalis_368/all_reads/SS0032_2.fastq.gz
SS0033	E_faecalis	E_faecalis_368/all_reads/SS0033_1.fastq.gz	E_faecalis_368/all_reads/SS0033_2.fastq.gz
SS0034	E_faecalis	E_faecalis_368/all_reads/SS0034_1.fastq.gz	E_faecalis_368/all_reads/SS0034_2.fastq.gz
SS0037	E_faecalis	E_faecalis_368/all_reads/SS0037_1.fastq.gz	E_faecalis_368/all_reads/SS0037_2.fastq.gz
SS0038	E_faecalis	E_faecalis_368/all_reads/SS0038_1.fastq.gz	E_faecalis_368/all_reads/SS0038_2.fastq.gz
SS0039	E_faecalis	E_faecalis_368/all_reads/SS0039_1.fastq.gz	E_faecalis_368/all_reads/SS0039_2.fastq.gz
SS0040	E_faecalis	E_faecalis_368/all_reads/SS0040_1.fastq.gz	E_faecalis_368/all_reads/SS0040_2.fastq.gz
SS0041	E_faecalis	E_faecalis_368/all_reads/SS0041_1.fastq.gz	E_faecalis_368/all_reads/SS0041_2.fastq.gz
SS0042	E_faecalis	E_faecalis_368/all_reads/SS0042_1.fastq.gz	E_faecalis_368/all_reads/SS0042_2.fastq.gz
SWEnR_0285	E_faecalis	E_faecalis_368/all_reads/SWEnR_0285_1.fastq.gz	E_faecalis_368/all_reads/SWEnR_0285_2.fastq.gz
SWEnt_0985	E_faecalis	E_faecalis_368/all_reads/SWEnt_0985_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_0985_2.fastq.gz
SWEnt_1073	E_faecalis	E_faecalis_368/all_reads/SWEnt_1073_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_1073_2.fastq.gz
SWEnt_1134	E_faecalis	E_faecalis_368/all_reads/SWEnt_1134_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_1134_2.fastq.gz
SWEnt_1156	E_faecalis	E_faecalis_368/all_reads/SWEnt_1156_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_1156_2.fastq.gz
SWEnt_1158	E_faecalis	E_faecalis_368/all_reads/SWEnt_1158_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_1158_2.fastq.gz
SWEnt_1159	E_faecalis	E_faecalis_368/all_reads/SWEnt_1159_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_1159_2.fastq.gz
SWEnt_1183	E_faecalis	E_faecalis_368/all_reads/SWEnt_1183_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_1183_2.fastq.gz
SWEnt_1223	E_faecalis	E_faecalis_368/all_reads/SWEnt_1223_1.fastq.gz	E_faecalis_368/all_reads/SWEnt_1223_2.fastq.gz
SWEntR_0244	E_faecalis	E_faecalis_368/all_reads/SWEntR_0244_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0244_2.fastq.gz
SWEntR_0252	E_faecalis	E_faecalis_368/all_reads/SWEntR_0252_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0252_2.fastq.gz
SWEntR_0271	E_faecalis	E_faecalis_368/all_reads/SWEntR_0271_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0271_2.fastq.gz
SWEntR_0278	E_faecalis	E_faecalis_368/all_reads/SWEntR_0278_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0278_2.fastq.gz
SWEntR_0295	E_faecalis	E_faecalis_368/all_reads/SWEntR_0295_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0295_2.fastq.gz
SWEntR_0325	E_faecalis	E_faecalis_368/all_reads/SWEntR_0325_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0325_2.fastq.gz
SWEntR_0367	E_faecalis	E_faecalis_368/all_reads/SWEntR_0367_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0367_2.fastq.gz
SWEntR_0374	E_faecalis	E_faecalis_368/all_reads/SWEntR_0374_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0374_2.fastq.gz
SWEntR_0376	E_faecalis	E_faecalis_368/all_reads/SWEntR_0376_1.fastq.gz	E_faecalis_368/all_reads/SWEntR_0376_2.fastq.gz
BP-H134E-2	E_faecium	E_faecium_342/all_reads/BP-H134E-2_1.fastq.gz	E_faecium_342/all_reads/BP-H134E-2_2.fastq.gz
BP-R1E-3	E_faecium	E_faecium_342/all_reads/BP-R1E-3_1.fastq.gz	E_faecium_342/all_reads/BP-R1E-3_2.fastq.gz
BP-R2-2	E_faecium	E_faecium_342/all_reads/BP-R2-2_1.fastq.gz	E_faecium_342/all_reads/BP-R2-2_2.fastq.gz
BP-W148E-3	E_faecium	E_faecium_342/all_reads/BP-W148E-3_1.fastq.gz	E_faecium_342/all_reads/BP-W148E-3_2.fastq.gz
Ent-0004	E_faecium	E_faecium_342/all_reads/Ent-0004_1.fastq.gz	E_faecium_342/all_reads/Ent-0004_2.fastq.gz
Ent-0010	E_faecium	E_faecium_342/all_reads/Ent-0010_1.fastq.gz	E_faecium_342/all_reads/Ent-0010_2.fastq.gz
Ent-0013	E_faecium	E_faecium_342/all_reads/Ent-0013_1.fastq.gz	E_faecium_342/all_reads/Ent-0013_2.fastq.gz
Ent-0032	E_faecium	E_faecium_342/all_reads/Ent-0032_1.fastq.gz	E_faecium_342/all_reads/Ent-0032_2.fastq.gz
Ent-0081	E_faecium	E_faecium_342/all_reads/Ent-0081_1.fastq.gz	E_faecium_342/all_reads/Ent-0081_2.fastq.gz
Ent-0086	E_faecium	E_faecium_342/all_reads/Ent-0086_1.fastq.gz	E_faecium_342/all_reads/Ent-0086_2.fastq.gz
Ent-0189	E_faecium	E_faecium_342/all_reads/Ent-0189_1.fastq.gz	E_faecium_342/all_reads/Ent-0189_2.fastq.gz
Ent-0332	E_faecium	E_faecium_342/all_reads/Ent-0332_1.fastq.gz	E_faecium_342/all_reads/Ent-0332_2.fastq.gz
Ent-0336	E_faecium	E_faecium_342/all_reads/Ent-0336_1.fastq.gz	E_faecium_342/all_reads/Ent-0336_2.fastq.gz
EntR-0001	E_faecium	E_faecium_342/all_reads/EntR-0001_1.fastq.gz	E_faecium_342/all_reads/EntR-0001_2.fastq.gz
EntR-0008	E_faecium	E_faecium_342/all_reads/EntR-0008_1.fastq.gz	E_faecium_342/all_reads/EntR-0008_2.fastq.gz
EntR-0041	E_faecium	E_faecium_342/all_reads/EntR-0041_1.fastq.gz	E_faecium_342/all_reads/EntR-0041_2.fastq.gz
EntR-0150	E_faecium	E_faecium_342/all_reads/EntR-0150_1.fastq.gz	E_faecium_342/all_reads/EntR-0150_2.fastq.gz
EntR-0158	E_faecium	E_faecium_342/all_reads/EntR-0158_1.fastq.gz	E_faecium_342/all_reads/EntR-0158_2.fastq.gz
EntR-0182	E_faecium	E_faecium_342/all_reads/EntR-0182_1.fastq.gz	E_faecium_342/all_reads/EntR-0182_2.fastq.gz
EntR-0183	E_faecium	E_faecium_342/all_reads/EntR-0183_1.fastq.gz	E_faecium_342/all_reads/EntR-0183_2.fastq.gz
EntR-0194	E_faecium	E_faecium_342/all_reads/EntR-0194_1.fastq.gz	E_faecium_342/all_reads/EntR-0194_2.fastq.gz
ERR1007500	E_faecium	E_faecium_342/all_reads/ERR1007500_1.fastq.gz	E_faecium_342/all_reads/ERR1007500_2.fastq.gz
ERR1007501	E_faecium	E_faecium_342/all_reads/ERR1007501_1.fastq.gz	E_faecium_342/all_reads/ERR1007501_2.fastq.gz
ERR1036024	E_faecium	E_faecium_342/all_reads/ERR1036024_1.fastq.gz	E_faecium_342/all_reads/ERR1036024_2.fastq.gz
ERR1036025	E_faecium	E_faecium_342/all_reads/ERR1036025_1.fastq.gz	E_faecium_342/all_reads/ERR1036025_2.fastq.gz
ERR1036026	E_faecium	E_faecium_342/all_reads/ERR1036026_1.fastq.gz	E_faecium_342/all_reads/ERR1036026_2.fastq.gz
ERR1036028	E_faecium	E_faecium_342/all_reads/ERR1036028_1.fastq.gz	E_faecium_342/all_reads/ERR1036028_2.fastq.gz
ERR1036031	E_faecium	E_faecium_342/all_reads/ERR1036031_1.fastq.gz	E_faecium_342/all_reads/ERR1036031_2.fastq.gz
ERR1036033	E_faecium	E_faecium_342/all_reads/ERR1036033_1.fastq.gz	E_faecium_342/all_reads/ERR1036033_2.fastq.gz
ERR1036034	E_faecium	E_faecium_342/all_reads/ERR1036034_1.fastq.gz	E_faecium_342/all_reads/ERR1036034_2.fastq.gz
ERR1036036	E_faecium	E_faecium_342/all_reads/ERR1036036_1.fastq.gz	E_faecium_342/all_reads/ERR1036036_2.fastq.gz
ERR1036037	E_faecium	E_faecium_342/all_reads/ERR1036037_1.fastq.gz	E_faecium_342/all_reads/ERR1036037_2.fastq.gz
ERR1036038	E_faecium	E_faecium_342/all_reads/ERR1036038_1.fastq.gz	E_faecium_342/all_reads/ERR1036038_2.fastq.gz
ERR1036042	E_faecium	E_faecium_342/all_reads/ERR1036042_1.fastq.gz	E_faecium_342/all_reads/ERR1036042_2.fastq.gz
ERR1036044	E_faecium	E_faecium_342/all_reads/ERR1036044_1.fastq.gz	E_faecium_342/all_reads/ERR1036044_2.fastq.gz
ERR1036045	E_faecium	E_faecium_342/all_reads/ERR1036045_1.fastq.gz	E_faecium_342/all_reads/ERR1036045_2.fastq.gz
ERR1036055	E_faecium	E_faecium_342/all_reads/ERR1036055_1.fastq.gz	E_faecium_342/all_reads/ERR1036055_2.fastq.gz
ERR1036056	E_faecium	E_faecium_342/all_reads/ERR1036056_1.fastq.gz	E_faecium_342/all_reads/ERR1036056_2.fastq.gz
ERR1036057	E_faecium	E_faecium_342/all_reads/ERR1036057_1.fastq.gz	E_faecium_342/all_reads/ERR1036057_2.fastq.gz
ERR1036058	E_faecium	E_faecium_342/all_reads/ERR1036058_1.fastq.gz	E_faecium_342/all_reads/ERR1036058_2.fastq.gz
ERR1036059	E_faecium	E_faecium_342/all_reads/ERR1036059_1.fastq.gz	E_faecium_342/all_reads/ERR1036059_2.fastq.gz
ERR1036060	E_faecium	E_faecium_342/all_reads/ERR1036060_1.fastq.gz	E_faecium_342/all_reads/ERR1036060_2.fastq.gz
ERR1036061	E_faecium	E_faecium_342/all_reads/ERR1036061_1.fastq.gz	E_faecium_342/all_reads/ERR1036061_2.fastq.gz
ERR1036062	E_faecium	E_faecium_342/all_reads/ERR1036062_1.fastq.gz	E_faecium_342/all_reads/ERR1036062_2.fastq.gz
ERR1036064	E_faecium	E_faecium_342/all_reads/ERR1036064_1.fastq.gz	E_faecium_342/all_reads/ERR1036064_2.fastq.gz
ERR1036065	E_faecium	E_faecium_342/all_reads/ERR1036065_1.fastq.gz	E_faecium_342/all_reads/ERR1036065_2.fastq.gz
ERR1036068	E_faecium	E_faecium_342/all_reads/ERR1036068_1.fastq.gz	E_faecium_342/all_reads/ERR1036068_2.fastq.gz
ERR1036070	E_faecium	E_faecium_342/all_reads/ERR1036070_1.fastq.gz	E_faecium_342/all_reads/ERR1036070_2.fastq.gz
ERR1036075	E_faecium	E_faecium_342/all_reads/ERR1036075_1.fastq.gz	E_faecium_342/all_reads/ERR1036075_2.fastq.gz
ERR1036076	E_faecium	E_faecium_342/all_reads/ERR1036076_1.fastq.gz	E_faecium_342/all_reads/ERR1036076_2.fastq.gz
ERR1036077	E_faecium	E_faecium_342/all_reads/ERR1036077_1.fastq.gz	E_faecium_342/all_reads/ERR1036077_2.fastq.gz
ERR1036078	E_faecium	E_faecium_342/all_reads/ERR1036078_1.fastq.gz	E_faecium_342/all_reads/ERR1036078_2.fastq.gz
ERR1036079	E_faecium	E_faecium_342/all_reads/ERR1036079_1.fastq.gz	E_faecium_342/all_reads/ERR1036079_2.fastq.gz
ERR1069045	E_faecium	E_faecium_342/all_reads/ERR1069045_1.fastq.gz	E_faecium_342/all_reads/ERR1069045_2.fastq.gz
ERR1069046	E_faecium	E_faecium_342/all_reads/ERR1069046_1.fastq.gz	E_faecium_342/all_reads/ERR1069046_2.fastq.gz
ERR1069047	E_faecium	E_faecium_342/all_reads/ERR1069047_1.fastq.gz	E_faecium_342/all_reads/ERR1069047_2.fastq.gz
ERR1069048	E_faecium	E_faecium_342/all_reads/ERR1069048_1.fastq.gz	E_faecium_342/all_reads/ERR1069048_2.fastq.gz
ERR1069049	E_faecium	E_faecium_342/all_reads/ERR1069049_1.fastq.gz	E_faecium_342/all_reads/ERR1069049_2.fastq.gz
ERR1069053	E_faecium	E_faecium_342/all_reads/ERR1069053_1.fastq.gz	E_faecium_342/all_reads/ERR1069053_2.fastq.gz
ERR1100529	E_faecium	E_faecium_342/all_reads/ERR1100529_1.fastq.gz	E_faecium_342/all_reads/ERR1100529_2.fastq.gz
ERR1100530	E_faecium	E_faecium_342/all_reads/ERR1100530_1.fastq.gz	E_faecium_342/all_reads/ERR1100530_2.fastq.gz
ERR1100537	E_faecium	E_faecium_342/all_reads/ERR1100537_1.fastq.gz	E_faecium_342/all_reads/ERR1100537_2.fastq.gz
ERR1100539	E_faecium	E_faecium_342/all_reads/ERR1100539_1.fastq.gz	E_faecium_342/all_reads/ERR1100539_2.fastq.gz
ERR1100541	E_faecium	E_faecium_342/all_reads/ERR1100541_1.fastq.gz	E_faecium_342/all_reads/ERR1100541_2.fastq.gz
ERR1100546	E_faecium	E_faecium_342/all_reads/ERR1100546_1.fastq.gz	E_faecium_342/all_reads/ERR1100546_2.fastq.gz
ERR1100551	E_faecium	E_faecium_342/all_reads/ERR1100551_1.fastq.gz	E_faecium_342/all_reads/ERR1100551_2.fastq.gz
ERR1100552	E_faecium	E_faecium_342/all_reads/ERR1100552_1.fastq.gz	E_faecium_342/all_reads/ERR1100552_2.fastq.gz
ERR1100553	E_faecium	E_faecium_342/all_reads/ERR1100553_1.fastq.gz	E_faecium_342/all_reads/ERR1100553_2.fastq.gz
ERR1100554	E_faecium	E_faecium_342/all_reads/ERR1100554_1.fastq.gz	E_faecium_342/all_reads/ERR1100554_2.fastq.gz
ERR1100555	E_faecium	E_faecium_342/all_reads/ERR1100555_1.fastq.gz	E_faecium_342/all_reads/ERR1100555_2.fastq.gz
ERR1100556	E_faecium	E_faecium_342/all_reads/ERR1100556_1.fastq.gz	E_faecium_342/all_reads/ERR1100556_2.fastq.gz
ERR1100557	E_faecium	E_faecium_342/all_reads/ERR1100557_1.fastq.gz	E_faecium_342/all_reads/ERR1100557_2.fastq.gz
ERR1100558	E_faecium	E_faecium_342/all_reads/ERR1100558_1.fastq.gz	E_faecium_342/all_reads/ERR1100558_2.fastq.gz
ERR1100559	E_faecium	E_faecium_342/all_reads/ERR1100559_1.fastq.gz	E_faecium_342/all_reads/ERR1100559_2.fastq.gz
ERR1100560	E_faecium	E_faecium_342/all_reads/ERR1100560_1.fastq.gz	E_faecium_342/all_reads/ERR1100560_2.fastq.gz
ERR1100562	E_faecium	E_faecium_342/all_reads/ERR1100562_1.fastq.gz	E_faecium_342/all_reads/ERR1100562_2.fastq.gz
ERR1100563	E_faecium	E_faecium_342/all_reads/ERR1100563_1.fastq.gz	E_faecium_342/all_reads/ERR1100563_2.fastq.gz
ERR1100565	E_faecium	E_faecium_342/all_reads/ERR1100565_1.fastq.gz	E_faecium_342/all_reads/ERR1100565_2.fastq.gz
ERR1100566	E_faecium	E_faecium_342/all_reads/ERR1100566_1.fastq.gz	E_faecium_342/all_reads/ERR1100566_2.fastq.gz
ERR1100569	E_faecium	E_faecium_342/all_reads/ERR1100569_1.fastq.gz	E_faecium_342/all_reads/ERR1100569_2.fastq.gz
ERR1100572	E_faecium	E_faecium_342/all_reads/ERR1100572_1.fastq.gz	E_faecium_342/all_reads/ERR1100572_2.fastq.gz
ERR1100573	E_faecium	E_faecium_342/all_reads/ERR1100573_1.fastq.gz	E_faecium_342/all_reads/ERR1100573_2.fastq.gz
ERR1100577	E_faecium	E_faecium_342/all_reads/ERR1100577_1.fastq.gz	E_faecium_342/all_reads/ERR1100577_2.fastq.gz
ERR1100578	E_faecium	E_faecium_342/all_reads/ERR1100578_1.fastq.gz	E_faecium_342/all_reads/ERR1100578_2.fastq.gz
ERR1100579	E_faecium	E_faecium_342/all_reads/ERR1100579_1.fastq.gz	E_faecium_342/all_reads/ERR1100579_2.fastq.gz
ERR1100581	E_faecium	E_faecium_342/all_reads/ERR1100581_1.fastq.gz	E_faecium_342/all_reads/ERR1100581_2.fastq.gz
ERR1100584	E_faecium	E_faecium_342/all_reads/ERR1100584_1.fastq.gz	E_faecium_342/all_reads/ERR1100584_2.fastq.gz
ERR1100585	E_faecium	E_faecium_342/all_reads/ERR1100585_1.fastq.gz	E_faecium_342/all_reads/ERR1100585_2.fastq.gz
ERR1100586	E_faecium	E_faecium_342/all_reads/ERR1100586_1.fastq.gz	E_faecium_342/all_reads/ERR1100586_2.fastq.gz
ERR1100587	E_faecium	E_faecium_342/all_reads/ERR1100587_1.fastq.gz	E_faecium_342/all_reads/ERR1100587_2.fastq.gz
ERR1100588	E_faecium	E_faecium_342/all_reads/ERR1100588_1.fastq.gz	E_faecium_342/all_reads/ERR1100588_2.fastq.gz
ERR1100591	E_faecium	E_faecium_342/all_reads/ERR1100591_1.fastq.gz	E_faecium_342/all_reads/ERR1100591_2.fastq.gz
ERR1100592	E_faecium	E_faecium_342/all_reads/ERR1100592_1.fastq.gz	E_faecium_342/all_reads/ERR1100592_2.fastq.gz
ERR1100594	E_faecium	E_faecium_342/all_reads/ERR1100594_1.fastq.gz	E_faecium_342/all_reads/ERR1100594_2.fastq.gz
ERR1100595	E_faecium	E_faecium_342/all_reads/ERR1100595_1.fastq.gz	E_faecium_342/all_reads/ERR1100595_2.fastq.gz
ERR1100596	E_faecium	E_faecium_342/all_reads/ERR1100596_1.fastq.gz	E_faecium_342/all_reads/ERR1100596_2.fastq.gz
ERR1100598	E_faecium	E_faecium_342/all_reads/ERR1100598_1.fastq.gz	E_faecium_342/all_reads/ERR1100598_2.fastq.gz
ERR1100599	E_faecium	E_faecium_342/all_reads/ERR1100599_1.fastq.gz	E_faecium_342/all_reads/ERR1100599_2.fastq.gz
ERR1100601	E_faecium	E_faecium_342/all_reads/ERR1100601_1.fastq.gz	E_faecium_342/all_reads/ERR1100601_2.fastq.gz
ERR1100602	E_faecium	E_faecium_342/all_reads/ERR1100602_1.fastq.gz	E_faecium_342/all_reads/ERR1100602_2.fastq.gz
ERR1100603	E_faecium	E_faecium_342/all_reads/ERR1100603_1.fastq.gz	E_faecium_342/all_reads/ERR1100603_2.fastq.gz
ERR1100604	E_faecium	E_faecium_342/all_reads/ERR1100604_1.fastq.gz	E_faecium_342/all_reads/ERR1100604_2.fastq.gz
ERR1100605	E_faecium	E_faecium_342/all_reads/ERR1100605_1.fastq.gz	E_faecium_342/all_reads/ERR1100605_2.fastq.gz
ERR1100606	E_faecium	E_faecium_342/all_reads/ERR1100606_1.fastq.gz	E_faecium_342/all_reads/ERR1100606_2.fastq.gz
ERR1100607	E_faecium	E_faecium_342/all_reads/ERR1100607_1.fastq.gz	E_faecium_342/all_reads/ERR1100607_2.fastq.gz
ERR1100613	E_faecium	E_faecium_342/all_reads/ERR1100613_1.fastq.gz	E_faecium_342/all_reads/ERR1100613_2.fastq.gz
ERR1100614	E_faecium	E_faecium_342/all_reads/ERR1100614_1.fastq.gz	E_faecium_342/all_reads/ERR1100614_2.fastq.gz
ERR1100616	E_faecium	E_faecium_342/all_reads/ERR1100616_1.fastq.gz	E_faecium_342/all_reads/ERR1100616_2.fastq.gz
ERR1100620	E_faecium	E_faecium_342/all_reads/ERR1100620_1.fastq.gz	E_faecium_342/all_reads/ERR1100620_2.fastq.gz
ERR1100621	E_faecium	E_faecium_342/all_reads/ERR1100621_1.fastq.gz	E_faecium_342/all_reads/ERR1100621_2.fastq.gz
ERR1100622	E_faecium	E_faecium_342/all_reads/ERR1100622_1.fastq.gz	E_faecium_342/all_reads/ERR1100622_2.fastq.gz
ERR1100624	E_faecium	E_faecium_342/all_reads/ERR1100624_1.fastq.gz	E_faecium_342/all_reads/ERR1100624_2.fastq.gz
ERR1100631	E_faecium	E_faecium_342/all_reads/ERR1100631_1.fastq.gz	E_faecium_342/all_reads/ERR1100631_2.fastq.gz
ERR1100632	E_faecium	E_faecium_342/all_reads/ERR1100632_1.fastq.gz	E_faecium_342/all_reads/ERR1100632_2.fastq.gz
ERR1100633	E_faecium	E_faecium_342/all_reads/ERR1100633_1.fastq.gz	E_faecium_342/all_reads/ERR1100633_2.fastq.gz
ERR1100635	E_faecium	E_faecium_342/all_reads/ERR1100635_1.fastq.gz	E_faecium_342/all_reads/ERR1100635_2.fastq.gz
ERR1100636	E_faecium	E_faecium_342/all_reads/ERR1100636_1.fastq.gz	E_faecium_342/all_reads/ERR1100636_2.fastq.gz
ERR1100637	E_faecium	E_faecium_342/all_reads/ERR1100637_1.fastq.gz	E_faecium_342/all_reads/ERR1100637_2.fastq.gz
ERR1100638	E_faecium	E_faecium_342/all_reads/ERR1100638_1.fastq.gz	E_faecium_342/all_reads/ERR1100638_2.fastq.gz
ERR1100639	E_faecium	E_faecium_342/all_reads/ERR1100639_1.fastq.gz	E_faecium_342/all_reads/ERR1100639_2.fastq.gz
ERR1156182	E_faecium	E_faecium_342/all_reads/ERR1156182_1.fastq.gz	E_faecium_342/all_reads/ERR1156182_2.fastq.gz
ERR1156183	E_faecium	E_faecium_342/all_reads/ERR1156183_1.fastq.gz	E_faecium_342/all_reads/ERR1156183_2.fastq.gz
ERR1156184	E_faecium	E_faecium_342/all_reads/ERR1156184_1.fastq.gz	E_faecium_342/all_reads/ERR1156184_2.fastq.gz
ERR1156186	E_faecium	E_faecium_342/all_reads/ERR1156186_1.fastq.gz	E_faecium_342/all_reads/ERR1156186_2.fastq.gz
ERR1156187	E_faecium	E_faecium_342/all_reads/ERR1156187_1.fastq.gz	E_faecium_342/all_reads/ERR1156187_2.fastq.gz
ERR1156188	E_faecium	E_faecium_342/all_reads/ERR1156188_1.fastq.gz	E_faecium_342/all_reads/ERR1156188_2.fastq.gz
ERR1156189	E_faecium	E_faecium_342/all_reads/ERR1156189_1.fastq.gz	E_faecium_342/all_reads/ERR1156189_2.fastq.gz
ERR1156191	E_faecium	E_faecium_342/all_reads/ERR1156191_1.fastq.gz	E_faecium_342/all_reads/ERR1156191_2.fastq.gz
ERR1156192	E_faecium	E_faecium_342/all_reads/ERR1156192_1.fastq.gz	E_faecium_342/all_reads/ERR1156192_2.fastq.gz
ERR1156197	E_faecium	E_faecium_342/all_reads/ERR1156197_1.fastq.gz	E_faecium_342/all_reads/ERR1156197_2.fastq.gz
ERR1156199	E_faecium	E_faecium_342/all_reads/ERR1156199_1.fastq.gz	E_faecium_342/all_reads/ERR1156199_2.fastq.gz
ERR1156200	E_faecium	E_faecium_342/all_reads/ERR1156200_1.fastq.gz	E_faecium_342/all_reads/ERR1156200_2.fastq.gz
ERR1156201	E_faecium	E_faecium_342/all_reads/ERR1156201_1.fastq.gz	E_faecium_342/all_reads/ERR1156201_2.fastq.gz
ERR1156203	E_faecium	E_faecium_342/all_reads/ERR1156203_1.fastq.gz	E_faecium_342/all_reads/ERR1156203_2.fastq.gz
ERR1156204	E_faecium	E_faecium_342/all_reads/ERR1156204_1.fastq.gz	E_faecium_342/all_reads/ERR1156204_2.fastq.gz
ERR1156206	E_faecium	E_faecium_342/all_reads/ERR1156206_1.fastq.gz	E_faecium_342/all_reads/ERR1156206_2.fastq.gz
ERR1156207	E_faecium	E_faecium_342/all_reads/ERR1156207_1.fastq.gz	E_faecium_342/all_reads/ERR1156207_2.fastq.gz
ERR1156209	E_faecium	E_faecium_342/all_reads/ERR1156209_1.fastq.gz	E_faecium_342/all_reads/ERR1156209_2.fastq.gz
ERR1156210	E_faecium	E_faecium_342/all_reads/ERR1156210_1.fastq.gz	E_faecium_342/all_reads/ERR1156210_2.fastq.gz
ERR1156211	E_faecium	E_faecium_342/all_reads/ERR1156211_1.fastq.gz	E_faecium_342/all_reads/ERR1156211_2.fastq.gz
ERR1156216	E_faecium	E_faecium_342/all_reads/ERR1156216_1.fastq.gz	E_faecium_342/all_reads/ERR1156216_2.fastq.gz
ERR1156217	E_faecium	E_faecium_342/all_reads/ERR1156217_1.fastq.gz	E_faecium_342/all_reads/ERR1156217_2.fastq.gz
ERR1156221	E_faecium	E_faecium_342/all_reads/ERR1156221_1.fastq.gz	E_faecium_342/all_reads/ERR1156221_2.fastq.gz
ERR1156222	E_faecium	E_faecium_342/all_reads/ERR1156222_1.fastq.gz	E_faecium_342/all_reads/ERR1156222_2.fastq.gz
ERR1156223	E_faecium	E_faecium_342/all_reads/ERR1156223_1.fastq.gz	E_faecium_342/all_reads/ERR1156223_2.fastq.gz
ERR1156226	E_faecium	E_faecium_342/all_reads/ERR1156226_1.fastq.gz	E_faecium_342/all_reads/ERR1156226_2.fastq.gz
